q-код	Артикул	Раздел	Тип	Производитель	Наименование	Название	Коллекция	Размер	Цвет	Артикулы связанных товаров	Вес упаковки	Плиток в упаковке	Метраж упаковки	Единица измерения	Изображение	Интерьеры	Домус	Цена	Описание Товара	Назначение	Тип поверхности	Рисунок	Оформление															
q11174	A1970/1227	Французский стиль	Декоративные элементы	Керама Марацци	A1970/1227 Ницца бордюр	Ницца	Французский стиль	9,9*3			3,0800	52	0,0000	шт	A1970-1227.jpg			94,4		Декоративные элементы		особенное																
q11098	B1891/3331	Французский стиль	Декоративные элементы	Керама Марацци	B1891/3331 Ницца бежевый бордюр	Ницца	Французский стиль	30,2*14,7			13,0000	16	0,0000	шт	B1891-3331.jpg			159,3		Декоративные элементы		особенное																
q11034	B1892/3331	Французский стиль	Декоративные элементы	Керама Марацци	B1892/3331 Ницца бежевый вставка	Ницца	Французский стиль	14,7*14,7			12,7000	32	0,0000	шт	B1892-3331.jpg			129,8		Декоративные элементы		особенное																
q11175	B1970/1228	Французский стиль	Декоративные элементы	Керама Марацци	B1970/1228 Ницца бордюр	Ницца	Французский стиль	9,9*3			3,0800	52	0,0000	шт	B1970-1228.jpg			94,4		Декоративные элементы		особенное																
q11187	C1892/1227	Французский стиль	Декоративные элементы	Керама Марацци	C1892/1227 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	C1892-1227.jpg			110,92		Декоративные элементы		особенное																
q11188	D1892/1228	Французский стиль	Декоративные элементы	Керама Марацци	D1892/1228 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	D1892-1228.jpg			110,92		Декоративные элементы		особенное																
q11179	E1722/1227	Французский стиль	Декоративные элементы	Керама Марацци	E1722/1227 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	E1722-1227.jpg			110,92		Декоративные элементы		особенное																
q11180	E1753/1227	Французский стиль	Декоративные элементы	Керама Марацци	E1753/1227 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	E1753-1227.jpg			110,92		Декоративные элементы		особенное																
q11181	E1756/1227	Французский стиль	Декоративные элементы	Керама Марацци	E1756/1227 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	E1756-1227.jpg			110,92		Декоративные элементы		особенное																
q11182	E1760/1227	Французский стиль	Декоративные элементы	Керама Марацци	E1760/1227 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	E1760-1227.jpg			110,92		Декоративные элементы		особенное																
q11185	F1722/1228	Французский стиль	Декоративные элементы	Керама Марацци	F1722/1228 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	F1722-1228.jpg			110,92		Декоративные элементы		особенное																
q11186	F1753/1228	Французский стиль	Декоративные элементы	Керама Марацци	F1753/1228 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	F1753-1228.jpg			110,92		Декоративные элементы		особенное																
q11184	F1756/1228	Французский стиль	Декоративные элементы	Керама Марацци	F1756/1228 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	F1756-1228.jpg			110,92		Декоративные элементы		особенное	nicca1.jpg															
q11183	F1760/1228	Французский стиль	Декоративные элементы	Керама Марацци	F1760/1228 Ницца декор	Ницца	Французский стиль	9,9*9,9			5,0000	25	0,0000	шт	F1760-1228.jpg			110,92		Декоративные элементы		особенное	nicca2.jpg															
q11019	1223	Французский стиль	Настенная плитка	Керама Марацци	1223 Ницца светло-серый полотно 30*40 из 12 частей 9.9х9.9	Ницца	Французский стиль	30*40	серый		18,9000	8	0,9400	кв.м	1223.jpg	nicca1.jpg		915,68		Плитка для ванной	матовая	камень	nicca3.jpg															
q11020	1227	Французский стиль	Настенная плитка	Керама Марацци	1227 Ницца бежевый светлый полотно 30*40 из 12 частей 9.9х9.9	Ницца	Французский стиль	30*40	бежевый		18,9000	8	0,9400	кв.м	1227.jpg	nicca2.jpg		915,68		Плитка для кухни	матовая	камень	nicca4.jpg															
q11021	1228	Французский стиль	Настенная плитка	Керама Марацци	1228 Ницца бежевый полотно30*40 из 12 частей 9.9х9.9	Ницца	Французский стиль	30*40	бежевый		18,9000	8	0,9400	кв.м	1228.jpg			915,68		Плитка для гостиной	матовая	камень	nicca5.jpg															
q12493	DT37/880	Римская коллекция	Декоративные элементы	Керама Марацци	DT37/880 Новелла бордюр	Новелла	Римская коллекция	20*3,1	желтый		4,0800	34	0,0000	шт	DT37-880.jpg			129,8		Декоративные элементы		абстракция																
q12555	DT40/880	Римская коллекция	Декоративные элементы	Керама Марацци	DT40/880 Новелла бордюр	Новелла	Римская коллекция	20*5,7	желтый		4,7700	32	0,0000	шт	DT40-880.jpg			138,06		Декоративные элементы		флора																
q12567	DT41/880	Римская коллекция	Декоративные элементы	Керама Марацци	DT41/880 Новелла бордюр	Новелла	Римская коллекция	30*5,7	желтый		6,2250	30	0,0000	шт	DT41-880.jpg			177		Декоративные элементы		флора																
q12531	DT42/880	Римская коллекция	Декоративные элементы	Керама Марацци	DT42/880 Новелла декор	Новелла	Римская коллекция	20*30	желтый		15,0000	20	0,0000	шт	DT42-880.jpg			247,8		Декоративные элементы		флора																
q12456	3365	Римская коллекция	Напольная плитка	Керама Марацци	3365 Новелла желтый керамическая плитка	Новелла	Римская коллекция	30,2*30,2	желтый		23,4848	15	1,3700	кв.м	3365.jpg	novella.jpg		712,72		Напольная плитка	матовая	ткань	novella.jpg															
q12396	8171	Римская коллекция	Настенная плитка	Керама Марацци	8171 Новелла белый керамическая плитка	Новелла	Римская коллекция	20*30	белый		18,4375	25	1,5000	кв.м	8171.jpg			660,8		Плитка для ванной	матовая	ткань																
q12397	8172	Римская коллекция	Настенная плитка	Керама Марацци	8172 Новелла желтый керамическая плитка	Новелла	Римская коллекция	20*30	желтый		18,4375	25	1,5000	кв.м	8172.jpg			666,7		Плитка для ванной	матовая	ткань																
q12414	POD002	Римская коллекция	Декоративные элементы	Керама Марацци	POD002 Бисер прозрачный люстр	Новелла	Римская коллекция	20*0,6			0,0000	42	0,0000	шт	POD002.jpg			119,18		Декоративные элементы																		
q12412	POD001	Римская коллекция	Декоративные элементы	Керама Марацци	POD001 Бисер прозрачный бордюр	Новелла	Римская коллекция	20*0,6			0,0000	42	0,0000	шт	POD001.jpg			119,18		Декоративные элементы																		
q13303	12052/3F	Индийская коллекция	Декоративные элементы	Керама Марацци	12052/3F Нью Дели орнамент декор	Нью-Дели	Индийская коллекция	25*75			17,2000	6	0,0000	шт	12052-3F.jpg			606,52		Декоративные элементы		особенное																
q13307	12053/9	Индийская коллекция	Декоративные элементы	Керама Марацци	12053/9 Нью Дели орнамент бордюр	Нью-Дели	Индийская коллекция	25*8			9,3500	30	0,0000	шт	12053-9.jpg			148,68		Декоративные элементы		особенное																
q13309	12055/9	Индийская коллекция	Декоративные элементы	Керама Марацци	12055/9 Нью Дели бордюр	Нью-Дели	Индийская коллекция	25*8			9,3500	30	0,0000	шт	12055-9.jpg			114,46		Декоративные элементы		особенное																
q13239	4188	Индийская коллекция	Напольная плитка	Керама Марацци	4188 Нью Дели коричневый керамическая плитка	Нью-Дели	Индийская коллекция	40,2*40,2	коричневый		30,0000	10	1,6200	кв.м	4188.jpg	nju-deli1.jpg		611,24		Напольная плитка		камень	nju-deli1.jpg															
q13240	4187	Индийская коллекция	Напольная плитка	Керама Марацци	4187 Нью Дели коричневый темный керамическая плитка	Нью-Дели	Индийская коллекция	40,2*40,2	коричневый		30,0000	10	1,6200	кв.м	4187.jpg	nju-deli2.jpg		762,28		Напольная плитка		камень	nju-deli2.jpg															
q13241	4186	Индийская коллекция	Напольная плитка	Керама Марацци	4186 Нью Дели бежевый керамическая плитка	Нью-Дели	Индийская коллекция	40,2*40,2	бежевый		30,0000	10	1,6200	кв.м	4186.jpg			611,24		Напольная плитка		камень																
q13236	12030	Индийская коллекция	Настенная плитка	Керама Марацци	12030 Нью Дели бежевый керамическая плитка	Нью-Дели	Индийская коллекция	25*75	бежевый		18,0556	6	1,1300	кв.м	12030.jpg			1188,26		Плитка для ванной	глянцевая	камень																
q13237	12031	Индийская коллекция	Настенная плитка	Керама Марацци	12031 Нью Дели коричневый темный керамическая плитка	Нью-Дели	Индийская коллекция	25*75	коричневый		18,0556	6	1,1300	кв.м	12031.jpg			1188,26		Плитка для ванной	глянцевая	камень																
q13238	12032	Индийская коллекция	Настенная плитка	Керама Марацци	12032 Нью Дели коричневый керамическая плитка	Нью-Дели	Индийская коллекция	25*75	коричневый		18,0556	6	1,1300	кв.м	12032.jpg			1188,26		Плитка для ванной	глянцевая	камень																
q13431	12029	Индийская коллекция	Настенная плитка	Керама Марацци	12029 Нью Дели керамическая плитка	Нью-Дели	Индийская коллекция	25*75	коричневый		18,0556	6	1,1300	кв.м	12029.jpg			1233,1		Плитка для гостиной	глянцевая	особенное																
q7051	88	Индийская коллекция	Декоративные элементы	Керама Марацци	88 Бежевый карандаш	Нью-Дели	Индийская коллекция	25*2	бежевый		3,8000	40	0,0000	шт	88.jpg			94,4		Декоративные элементы																		
q12869	SG609400R/16	Керамический гранит	Декоративные элементы	Керама Марацци	SG609400R/16 Амарено вставка	Октавиан	Керамический гранит	14,5*14,5			12,5000	24	0,0000	шт	SG609400R-16.jpg			88,5		Декоративные элементы		дерево																
q11033	B1859/TU6001	Керамический гранит	Декоративные элементы	Керама Марацци	B1859/TU6001 Сен-Дени вставка	Октавиан	Керамический гранит	14,5*14,5			12,5000	24	0,0000	шт	B1859-TU6001.jpg			107,38		Декоративные элементы		флора																
q12544	SG608400R	Керамический гранит	Керамический гранит	Керама Марацци	SG608400R Октавиан обрезной	Октавиан	Керамический гранит	60*60	белый		36,7917	4	1,4400	кв.м	SG608400R.jpg	oktavian1.jpg		1171,74		Плитка для ванной	неполированная	камень	oktavian1.jpg															
q12874	SG611802R	Керамический гранит	Керамический гранит	Керама Марацци	SG611802R Октавиан лаппатированный	Октавиан	Керамический гранит	60*60	белый		36,7917	4	1,4400	кв.м	SG608402R.jpg	oktavian2.jpg		1511,58		Плитка для гостиной	полированная	камень																
q12368	SG310200R	Керамический гранит	Керамический гранит	Керама Марацци	SG310200R Амарено коричневый обрезной	Октавиан	Керамический гранит	15*60	коричневый		30,3969	13	1,1700	кв.м	SG310200R.jpg	oktavian3.jpg		1143,42		Керамический гранит	неполированная	дерево																
q13592	AD/A102/1251	Индийская коллекция	Декоративные элементы	Керама Марацци	AD/A102/1251 Орисса бордюр	Орисса	Индийская коллекция	9,9*3			3,3000	56	0,0000	шт	AD-A102-1251.jpg			64,9		Декоративные элементы		особенное																
q13593	AD/C102/1250	Индийская коллекция	Декоративные элементы	Керама Марацци	AD/C102/1250 Орисса бордюр	Орисса	Индийская коллекция	9,9*3			3,3000	56	0,0000	шт	AD-C102-1250.jpg			80,24		Декоративные элементы		особенное																
q13594	AD/B102/1245	Индийская коллекция	Декоративные элементы	Керама Марацци	AD/B102/1245 Орисса бордюр	Орисса	Индийская коллекция	9,9*3			3,3000	56	0,0000	шт	AD-B102-1245.jpg			64,9		Декоративные элементы		особенное																
q13628	A1858/1251	Индийская коллекция	Декоративные элементы	Керама Марацци	A1858/1251 Орисса декор	Орисса	Индийская коллекция	9,9*9,9			5,0000	25	0,0000	шт	A1858-1251.jpg			80,24		Декоративные элементы		особенное																
q13629	B1858/1245	Индийская коллекция	Декоративные элементы	Керама Марацци	B1858/1245 Орисса декор	Орисса	Индийская коллекция	9,9*9,9			5,0000	25	0,0000	шт	B1858-1245.jpg			80,24		Декоративные элементы		особенное																
q13630	C1858/1250	Индийская коллекция	Декоративные элементы	Керама Марацци	C1858/1250 Орисса декор	Орисса	Индийская коллекция	9,9*9,9			5,0000	25	0,0000	шт	C1858-1250.jpg			80,24		Декоративные элементы		особенное																
q13024	1245	Индийская коллекция	Настенная плитка	Керама Марацци	1245 Корсо серый керамическая плитка полотно 30*40	Орисса	Индийская коллекция	12*9,9*9,9	серый		18,9000	8	0,9400	кв.м	1245.jpg			755,2		Плитка для ванной	матовая																	
q13025	1250	Индийская коллекция	Настенная плитка	Керама Марацци	1250 Корсо черный керамическая плитка полотно 30*40	Орисса	Индийская коллекция	12*9,9*9,9	черный		18,9000	8	0,9400	кв.м	1250.jpg			755,2		Плитка для ванной	матовая																	
q13023	1251	Индийская коллекция	Настенная плитка	Керама Марацци	1251 Корсо белый керамическая плитка полотно 30*40	Орисса	Индийская коллекция	12*9,9*9,9	белый		18,9000	8	0,9400	кв.м	1251.jpg			755,2		Плитка для ванной	матовая																	
q12595	33016/7	Индийская коллекция	Декоративные элементы	Керама Марацци	33016/7 Корсо вставка	Орисса	Индийская коллекция	10*10	серый		4,3000	25	0,0000	шт	33016-7.jpg			89,68		Декоративные элементы		камень																
q12596	33018/7	Индийская коллекция	Декоративные элементы	Керама Марацци	33018/7 Корсо вставка	Орисса	Индийская коллекция	10*10	черный		4,3000	25	0,0000	шт	33018-7.jpg			89,68		Декоративные элементы		камень																
q12597	33019/7	Индийская коллекция	Декоративные элементы	Керама Марацци	33019/7 Корсо вставка	Орисса	Индийская коллекция	10*10	белый		4,3000	25	0,0000	шт	33019-7.jpg			89,68		Декоративные элементы		камень																
q12751	33001	Индийская коллекция	Напольная плитка	Керама Марацци	33001 Корсо серый керамическая плитка	Орисса	Индийская коллекция	33*33	серый		29,5238	16	1,6600	кв.м	33001.jpg	orissa.jpg		718,62		Напольная плитка	матовая	камень	orissa1.jpg															
q12752	33003	Индийская коллекция	Напольная плитка	Керама Марацци	33003 Корсо черный керамическая плитка	Орисса	Индийская коллекция	33*33	черный		29,5238	16	1,6600	кв.м	33003.jpg			718,62		Напольная плитка	матовая	камень	orissa2.jpg															
q12753	33004	Индийская коллекция	Напольная плитка	Керама Марацци	33004 Корсо белый керамическая плитка	Орисса	Индийская коллекция	33*33	белый		29,5238	16	1,6600	кв.м	33004.jpg			718,62		Напольная плитка	матовая	камень																
q14164	POE004	Индийская коллекция	Декоративные элементы	Керама Марацци	POE004 Карандаш Бисер серебро бордюр	Орисса	Индийская коллекция	20*1,35	металлик		0,0000	44	0,0000	шт	POE004.jpg			134,52		Декоративные элементы																		
q8045	10	Индийская коллекция	Декоративные элементы	Керама Марацци	10 Платиновый карандаш	Орисса	Индийская коллекция	20*1,5	металлик		3,1700	50	0,0000	шт	10.jpg			177		Декоративные элементы																		
q9080	11	Индийская коллекция	Декоративные элементы	Керама Марацци	11 Платина карандаш 	Орисса	Индийская коллекция	20*1,5 	металлик		2,9700	40	0,0000	шт	11.jpg			188,8		Декоративные элементы																		
q10055	180	Индийская коллекция	Декоративные элементы	Керама Марацци	180 Стежок металл карандаш	Орисса	Индийская коллекция	20*1,5	металлик		3,1300	40	0,0000	шт	180.jpg			168,74		Декоративные элементы																		
q10036	181	Индийская коллекция	Декоративные элементы	Керама Марацци	181 Волна металл карандаш	Орисса	Индийская коллекция	20*1,5	металлик		2,0000	40	0,0000	шт	181.jpg			168,74		Декоративные элементы																		
q10015	170	Индийская коллекция	Декоративные элементы	Керама Марацци	170 Серебро карандаш	Орисса	Индийская коллекция	20*1,5	металлик		1,9800	40	0,0000	шт	170.jpg			138,06		Декоративные элементы																		
q8845	A15/7017	Индийская коллекция	Декоративные элементы	Керама Марацци	A15/7017 Орхидея бордюр 	Орхидея	Индийская коллекция	50*6,3 	зеленый		11,3000	30	0,0000	шт	A15-7017.jpg			189,98		Декоративные элементы		флора																
q8843	A16/7018	Индийская коллекция	Декоративные элементы	Керама Марацци	A16/7018 Орхидея декор 	Орхидея	Индийская коллекция	20*50 	серый		17,3000	10	0,0000	шт	A16-7018.jpg		111.jpg	230,1		Декоративные элементы		флора																
q8844	A17/7019	Индийская коллекция	Декоративные элементы	Керама Марацци	A17/7019 Орхидея бордюр 	Орхидея	Индийская коллекция	50*9,6 	коричневый		17,2700	20	0,0000	шт	A17-7019.jpg			217,12		Декоративные элементы		флора																
q8842	4111	Индийская коллекция	Напольная плитка	Керама Марацци	4111 Орхидея керамическая плитка 	Орхидея	Индийская коллекция	40,2*40,2	серый		30,0000	10	1,6200	кв.м	4111.jpg	orhideja.jpg		787,06		Напольная плитка	матовая	ткань	orhideja1.jpg															
q9593	4114	Индийская коллекция	Напольная плитка	Керама Марацци	4114 Орхидея коричневый керамическая плитка	Орхидея	Индийская коллекция	40,2*40,2	коричневый		30,0000	10	1,6200	кв.м	4114.jpg		107.jpg	787,06		Напольная плитка	матовая	ткань	orhideja2.jpg															
q8839	7014	Индийская коллекция	Настенная плитка	Керама Марацци	7014 Орхидея белый керамическая плитка 	Орхидея	Индийская коллекция	20*50 	белый		18,2500	10	1,0000	кв.м	7014.jpg		108.jpg	824,82		Плитка для ванной	матовая	ткань	orhideja3.jpg															
q8840	7015	Индийская коллекция	Настенная плитка	Керама Марацци	7015 Орхидея сиреневый керамическая плитка 	Орхидея	Индийская коллекция	20*50 	фиолетовый		18,2500	10	1,0000	кв.м	7015.jpg		109.jpg	867,3		Плитка для ванной	матовая	ткань	orhideja4.jpg															
q8841	7016	Индийская коллекция	Настенная плитка	Керама Марацци	7016 Орхидея коричневый керамическая плитка 	Орхидея	Индийская коллекция	20*50 	коричневый		18,2500	10	1,0000	кв.м	7016.jpg		110.jpg	824,82		Плитка для ванной	матовая	ткань																
q8824	12	Индийская коллекция	Декоративные элементы	Керама Марацци	12 Платиновый карандаш 	Орхидея	Индийская коллекция	25*2 	металлик		3,7800	40	0,0000	шт	12.jpg			193,52		Декоративные элементы																		
q5988	70	Индийская коллекция	Декоративные элементы	Керама Марацци	70 Белый матовый карандаш	Орхидея	Индийская коллекция	25*2	белый		3,8000	40	0,0000	шт	70.jpg			94,4		Декоративные элементы																		
q10016	172	Индийская коллекция	Декоративные элементы	Керама Марацци	172 Металлик салатный карандаш	Орхидея	Индийская коллекция	20*1,5	металлик		1,9800	40	0,0000	шт	172.jpg			142,78		Декоративные элементы																		
q4738	130	Индийская коллекция	Декоративные элементы	Керама Марацци	130 Белый карандаш	Орхидея	Индийская коллекция	20*1,5	белый		2,1000	40	0,0000	шт	130.jpg			89,68		Декоративные элементы																		
q9080	11	Индийская коллекция	Декоративные элементы	Керама Марацци	11 Платина карандаш 	Орхидея	Индийская коллекция	20*1,5 	металлик		2,9700	40	0,0000	шт	11.jpg			188,8		Декоративные элементы																		
q8045	10	Индийская коллекция	Декоративные элементы	Керама Марацци	10 Платиновый карандаш	Орхидея	Индийская коллекция	20*1,5	металлик		3,1700	50	0,0000	шт	10.jpg			177		Декоративные элементы																		
q10055	180	Индийская коллекция	Декоративные элементы	Керама Марацци	180 Стежок металл карандаш	Орхидея	Индийская коллекция	20*1,5	металлик		3,1300	40	0,0000	шт	180.jpg			168,74		Декоративные элементы																		
q10014	171	Индийская коллекция	Декоративные элементы	Керама Марацци	171 Бронза карандаш	Орхидея	Индийская коллекция	20*1,5	металлик		3,1300	40	0,0000	шт	171.jpg			138,06		Декоративные элементы																		
q9082	189	Индийская коллекция	Декоративные элементы	Керама Марацци	189 Фиолетовый карандаш 	Орхидея	Индийская коллекция	20*1,5 	фиолетовый		2,0000	40	0,0000	шт	189.jpg			89,68		Декоративные элементы																		
q9084	190	Индийская коллекция	Декоративные элементы	Керама Марацци	190 Салатный карандаш 	Орхидея	Индийская коллекция	20*1,5 	зеленый		2,0000	40	0,0000	шт	190.jpg			89,68		Декоративные элементы																		
q10036	181	Индийская коллекция	Декоративные элементы	Керама Марацци	181 Волна металл карандаш	Орхидея	Индийская коллекция	20*1,5	металлик		2,0000	40	0,0000	шт	181.jpg			168,74		Декоративные элементы																		
q13027	NT/A01/5155	Коллекции керамической плитки	Декоративные элементы	Керама Марацци	NT/A01/5155 Остров пингвинов декор	Остров пингвинов	Коллекции керамической плитки	20*20			15,6000	30	0,0000	шт	NT-A01-5155.jpg			89,68		Декоративные элементы		особенное																
q13029	NT/A12/5155	Коллекции керамической плитки	Декоративные элементы	Керама Марацци	NT/A12/5155 Южный полюс декор	Остров пингвинов	Коллекции керамической плитки	20*20			15,6000	30	0,0000	шт	NT-A12-5155.jpg			77,88		Декоративные элементы		особенное																
q13030	NT/B12/5155	Коллекции керамической плитки	Декоративные элементы	Керама Марацци	NT/B12/5155 Южный полюс декор	Остров пингвинов	Коллекции керамической плитки	20*20			15,6000	30	0,0000	шт	NT-B12-5155.jpg			77,88		Декоративные элементы		особенное																
q13028	NT/A10/5155	Коллекции керамической плитки	Декоративные элементы	Керама Марацци	NT/A10/5155 Южный полюс бордюр	Остров пингвинов	Коллекции керамической плитки	20*6,3			5,4720	32	0,0000	шт	NT-A10-5155.jpg			64,9		Декоративные элементы		особенное																
q13031	NT/A13/5155	Коллекции керамической плитки	Декоративные элементы	Керама Марацци	NT/A13/5155 Южный полюс орнамент бордюр	Остров пингвинов	Коллекции керамической плитки	20*6,3			5,4720	32	0,0000	шт	NT-A13-5155.jpg			64,9		Декоративные элементы		особенное																
q11592	5179	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5179 Калейдоскоп серо-бежевый керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	бежевый		17,3333	35	1,4000	кв.м	5179.jpg	ostrov-pingvinov.jpg		656,08		Плитка для ванной	глянцевая	моноколор																
q11598	5185	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5185 Калейдоскоп бирюза керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	голубой		17,3333	35	1,4000	кв.м	5185.jpg			702,1		Плитка для ванной	глянцевая	моноколор																
q4857	5009	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5009 Калейдоскоп белый	Остров пингвинов	Коллекции керамической плитки	20*20	белый		17,3333	35	1,4000	кв.м	5009.jpg			643,1		Плитка для ванной	глянцевая	моноколор																
q4804	5011	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5011 Калейдоскоп желтый керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	желтый		17,3333	35	1,4000	кв.м	5011.jpg			671,42		Плитка для ванной	глянцевая	моноколор																
q8856	5099	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5099 Калейдоскоп голубой керамическая плитка 	Остров пингвинов	Коллекции керамической плитки	20*20 	голубой		17,3333	35	1,4000	кв.м	5099.jpg			639,56		Плитка для ванной	глянцевая	моноколор																
q9856	5107	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5107 Калейдоскоп красный керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	красный		17,3333	35	1,4000	кв.м	5107.jpg			749,3		Плитка для ванной	глянцевая	моноколор																
q9857	5108	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5108 Калейдоскоп оранжевый керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	оранжевый		17,3333	35	1,4000	кв.м	5108.jpg			782,34		Плитка для ванной	глянцевая	моноколор																
q9854	5109	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5109 Калейдоскоп ярко- желтый керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	желтый		17,3333	35	1,4000	кв.м	5109.jpg			671,42		Плитка для ванной	глянцевая	моноколор																
q9853	5112	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5112 Калейдоскоп лазурный керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	голубой		17,3333	35	1,4000	кв.м	5112.jpg			702,1		Плитка для ванной	глянцевая	моноколор																
q9859	5113	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5113 Калейдоскоп синий керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	синий		17,3333	35	1,4000	кв.м	5113.jpg			782,34		Плитка для ванной	глянцевая	моноколор																
q9861	5115	Коллекции керамической плитки	Настенная плитка	Керама Марацци	5115 Калейдоскоп черный керамическая плитка	Остров пингвинов	Коллекции керамической плитки	20*20	черный		17,3333	35	1,4000	кв.м	5115.jpg			782,34		Плитка для ванной	глянцевая	моноколор																
q12721	AC188/1/2/3/4/6190	Римская коллекция	Декоративные элементы	Керама Марацци	AC188/1/2/3/4/6190 Открытие панно из 4 частей 25х40	Открытие	Римская коллекция	4*25*40	бежевый		5,7400	2	0,0000	шт	AC188-1-2-3-4-6190.jpg			1335,76		Декоративные элементы		особенное																
q12692	AC206/6190	Римская коллекция	Декоративные элементы	Керама Марацци	AC206/6190 Открытие бордюр	Открытие	Римская коллекция	40*6	бежевый		9,6800	22	0,0000	шт	AC206-6190.jpg			173,46		Декоративные элементы		особенное																
q12477	4177	Римская коллекция	Напольная плитка	Керама Марацци	4177 Камея белый керамическая плитка	Открытие	Римская коллекция	40,2*40,2	белый		30,0000	10	1,6200	кв.м	4177.jpg	otkrytie1.jpg		771,72		Напольная плитка	матовая	камень	otkrytie.jpg															
q12479	4178	Римская коллекция	Напольная плитка	Керама Марацци	4178 Камея бежевый керамическая плитка	Открытие	Римская коллекция	40,2*40,2	бежевый		30,0000	10	1,6200	кв.м	4178.jpg	otkrytie2.jpg		771,72		Напольная плитка	матовая	камень																
q12434	6189	Римская коллекция	Настенная плитка	Керама Марацци	6189 Камея белый керамическая плитка	Открытие	Римская коллекция	25*40	белый		16,2500	11	1,1000	кв.м	6189.jpg			837,8		Плитка для ванной	матовая	камень																
q12435	6190	Римская коллекция	Настенная плитка	Керама Марацци	6190 Камея бежевый керамическая плитка	Открытие	Римская коллекция	25*40	бежевый		16,2500	11	1,1000	кв.м	6190.jpg			837,8		Плитка для ванной	матовая	камень																
q11811	B24/78	Римская коллекция	Декоративные элементы	Керама Марацци	B24/78 Золото карандаш	Открытие	Римская коллекция	25*2	металлик		3,8000	40	0,0000	шт	B24-78.jpg 			254,88		Декоративные элементы																		
q7051	88	Римская коллекция	Декоративные элементы	Керама Марацци	88 Бежевый карандаш	Открытие	Римская коллекция	25*2	бежевый		3,8000	40	0,0000	шт	88.jpg			94,4		Декоративные элементы																		
q5825	85	Римская коллекция	Декоративные элементы	Керама Марацци	85 Бежевый карандаш	Открытие	Римская коллекция	25*2	бежевый		3,8000	40	0,0000	шт	85.jpg			89,68		Декоративные элементы																		
q7763	86	Римская коллекция	Декоративные элементы	Керама Марацци	86 Белый блестящий карандаш	Открытие	Римская коллекция	25*2	белый		3,8000	40	0,0000	шт	86.jpg			89,68		Декоративные элементы																		
q14042	SG618302R	Керамический гранит	Напольная плитка	Керама Марацци	SG618302R Палаццо орнамент светлый лаппатированный	Палаццо	Керамический гранит	60*60			35,6000	4	1,4400	кв.м	SG618302R.jpg			1641,38		Напольная плитка	полированная	флора																
q14041	SG618202R	Керамический гранит	Напольная плитка	Керама Марацци	SG618202R Палаццо орнамент серый лаппатированный	Палаццо	Керамический гранит	60*60			35,6000	4	1,4400	кв.м	SG618202R.jpg			1641,38		Напольная плитка	полированная	флора																
q12869	SG609400R/16	Керамический гранит	Декоративные элементы	Керама Марацци	SG609400R/16 Амарено вставка	Палаццо	Керамический гранит	14,5*14,5			12,5000	24	0,0000	шт	SG609400R-16.jpg			88,5		Декоративные элементы		дерево																
q12870	SG608100R/16	Керамический гранит	Декоративные элементы	Керама Марацци	SG608100R/16 Амарено вставка	Палаццо	Керамический гранит	14,5*14,5			12,5000	24	0,0000	шт	SG608100R-16.jpg			88,5		Декоративные элементы		дерево																
q12368	SG310200R	Керамический гранит	Керамический гранит	Керама Марацци	SG310200R Амарено коричневый обрезной	Палаццо	Керамический гранит	15*60	коричневый		30,3969	13	1,1700	кв.м	SG310200R.jpg	palacco.jpg		1143,42		Керамический гранит	неполированная	дерево																
q12369	SG310100R	Керамический гранит	Керамический гранит	Керама Марацци	SG310100R Амарено бежевый обрезной	Палаццо	Керамический гранит	15*60	бежевый		30,3969	13	1,1700	кв.м	SG310100R.jpg			1143,42		Плитка для гостиной	неполированная	дерево																
